title,country,release_year,rating,duration_min,genre,description,platform
Kevvu Keka,NULL,2013,13+,147,Comedy,"Buchi Raju (Allari Naresh) is a salesman in Kalanikethan Mall who lives with his uncle Abrakadabra Appa Rao (Krishna Bhagavaan), who is a magician. Buchi Raju happens to come across Maha Lakshmi (Sharmiela Mandre) one fine day and falls in love with her. Maha Lakshmi also responds to Buchi Rahju, and they fall in love.",Prime Video
House on Haunted Hill,NULL,1959,16+,75,"Horror, Suspense","A millionaire offers $10,000 to five people who agree to be locked in a large, spooky, rented house overnight with him and his wife.",Prime Video
Hero 115,NULL,2021,16+,65,"Action, Drama","A documentary-and-feature story about Hero of the Soviet Union Lieutenant General Ivan Rosly - a commander who went from an ordinary Red Army soldier to a military leader, a participant in two wars: the Soviet-Finnish war (1939-1940) and the Great Patriotic War (1941-1945).",Prime Video
Hello Memsaheb,NULL,2011,13+,153,"Comedy, Drama, Romance",A man disguises as a servant to stay close to a woman he loves.,Prime Video
Grace,NULL,2018,16+,102,"Comedy, Drama, Romance","Charlie Ellison is a once famous writer suffering from writers block With the book advance spent, his agent and best friend Bernie sends him Dawn, a belligerent young woman in order to inspire and check on him - but she has her own ideas.",Prime Video
Eagles Attack at Dawn,NULL,1970,13+,96,"Action, Drama",Israeli prisoners of war who escape from a notorious Arab prison return for a dramatic rescue of their comrades on foreign soil.,Prime Video
Arpo the Robot for All Kids - Rise of the Machines & More Robot Cartoons,NULL,2020,ALL,23,"Animation, Kids","Arpo was designed as a commando robot, built as a fierce fighting machine. But, with world peace achieved Arpo has been re-equipped for caregiving, re-coded for cuddling, and officially reassigned as a nanny robot! Arpo helps children age 4-8 build an understanding of non-verbal communication like body language and facial expressions. Enjoy Arpo's hilarious, slapstick funny cartoons for kids!",Prime Video
Tobruk,NULL,2008,16+,99,"Action, Drama","1941. The Czechoslovak 11th Infantry Battalion is sent to the town of Tobruk, Libya; their task is to join the allies in defending the last strategic seaport from the German and Italian units. Among them is the young soldier Jirí, his naive ideas about heroism are starkly confronted with the hell of the African desert, the complicated relationships in his unit and the ubiquitous threat of death.",Prime Video
Imperial Blue,NULL,2021,18+,94,"Drama, Suspense","Hugo Winter, travels to Uganda to export a large amount of Bulu, a new in demand drug. His only means to get it is through two sisters. Their own agendas become clear but only after leading Hugo deep into the jungle & further into their web of deceit.",Prime Video
Giants Being Lonely,NULL,2021,16+,78,"Comedy, Sports","In a leafy, semi-rural Southern enclave; high-school seniors Adam, Bobby, and Caroline navigate their final year together through the ups and downs of love, sex, loneliness, friendship, baseball, and death - as the pressure mounts to make it out alive.",Prime Video
Dinosaur Park Mission Part 5 - T-Rex Ranch,NULL,2020,ALL,10,Kids,"T-Rex Ranch brings you another awesome fun-packed collection of Jurassic dinosaur videos ! Watch your favorite park rangers get into all sorts of wonderful adventures, coming across lots of scary dinosaurs, awesome toys and much more!",Prime Video
Unwanted,"Kosovo, Netherlands",2018,16+,82,Drama,"A lonely boy, who lives in Amsterdam with his refugee mother from Kosovo, keeps getting into trouble while yearning for her acceptance. But the traumas caused by the war, which his mother hides away from him, turn his world upside down.",Prime Video
The Vampire Happening,NULL,2021,18+,102,Horror,"A Hollywood actress inherits a Transylvanian castle and soon learns she's descended from a line of vampires!",Prime Video
Terror At Blood Fart Lake,NULL,2021,18+,74,Horror,"The Legend of Blood Fart lake is...well...legendary! When a group of college kids head off to their friend's cabin for a little high octane sex weekend they will get more than they bargained for in the form of the evil Scarecrow killer, Jimmy Van Brunt! Seems like no body is safe at spooky cabins in the woods by the lake these days.",Prime Video
Space Dogs Tropical Adventure,NULL,2020,7+,80,Kids,"When a mysterious whirlpool appears in the Atlantic Ocean, astronauts Belka and Strelka must once again act heroically and complete a mission to save the planet along with the distant home of their new alien friends.",Prime Video
Shhhh,NULL,2021,18+,80,Horror,"Ever wanted to kill someone talking or texting near you in a movie theatre' Harris loves the movies, but sometimes other audience members spoil things; when disruptive film-goers start dropping like flies, Harris finds himself confronting his past and questioning his sanity. - So, sit back, relax, and for the love of God, turn off your cell phone!",Prime Video
"Sara's",NULL,2021,13+,118,"Comedy, Drama","""Sara's"" as the name indicates, is the story of Sara and her choices. Sara is an aspiring filmmaker whose biggest fear in life is getting pregnant. Coincidently she falls for a man who doesn't want to be a father. Will they be able to b keep their decision amidst the immense pressure from relatives and society for a baby?",Prime Video
Realm Of The Damned,NULL,2021,13+,56,Animation,"An animated stop motion comic, based on a graphic novel series by the same name. The Vatican's last line of paranormal defence - The Congregation - has finally been overrun by the supernatural forces of darkness. Our heroes are all dead; only the damned remain. Van Helsing must face a slew of monsters in an apocalyptic and dystopian universe, in order to save the world!",Prime Video
Rattle-Can,NULL,2021,16+,90,"Drama, Suspense",A reclusive college student finds social media fame as a disguised street artist who reveals his story through vandalism.,Prime Video
Not Quite (Para)normal,NULL,2021,13+,70,"Comedy, Horror","A group of young, inexperience paranormal investigators are in over their heads on their first assignment together as they begin communicating with an entity from the other side.",Prime Video
My Beautiful Bride,NULL,2021,18+,80,"Drama, Horror, Suspense","A man tries to solve the mystery of his girlfriend's disappearance in this dreamlike, erotic tale of love, betrayal, and obsession inspired by the Brothers Grimm fairy tale ""Hansel and Gretel"".",Prime Video
May Morning,NULL,2021,16+,99,"Drama, International","An Italian student enrolls at Oxford and disrupts the orderly pattern of undergraduate life by refusing to conform to the university's staid traditions and code behavior.",Prime Video
Manipulated,NULL,2021,NULL,92,"Drama, Suspense","District Attorney Diane Conrad is under extreme pressure to resolve a case that has politicians as well as the local community on edge. The clock is ticking and the stakes and emotions are running high. Can anyone trust what they see or hear? With evidence in short supply, and the personal and professional lives of all concerned unraveling, can she believe anything anyone says?",Prime Video
Lake Los Angeles,NULL,2016,16+,85,Drama,A middle-aged Cuban man and a ten-year-old Mexican girl bond over being away from home in the hopeless back-drop that is Lake Los Angeles.,Prime Video
Lady of Guadalupe (Spanish Language),NULL,2021,13+,98,Drama,"An ambitious reporter assigned to write an article on faith discovers the legend of Our Lady of Guadalupe who appeared to a humble villager and performed miracles over 500 years ago. The reporter's faith is tested when his wife is injured in a car accident and his personal journey takes him from cynic to true believer as he witnesses the power of divine miracles in his own life.",Prime Video
Howl From Beyond The Fog,NULL,2021,13+,70,Science Fiction,"Set in Kyushu during the Meiji era, a blind girl, named Takiri, and the blind monster from a nearby lake, named Nebula, fight against greedy developers who threaten to take over her family's land. Using an all puppet human cast and a fantastic monster suit, it offers a new aesthetic in the world of kaiju films.",Prime Video
Her Name Was Jo,NULL,2021,13+,104,"Action, Drama","10 year old girl's Jo and Selma eek out an existence along the Shenandoah River, scrapping, fishing – surviving. But when Jo's junkie stepdad dies, she and Selma dump his body, steal his car and cross the country in search of Jo's real dad.",Prime Video
A Love That Hurts,NULL,2021,16+,96,"Drama, Romance, Special Interest","As unsuspected trauma enters their lives, Chris and Samantha are confronted with lies and betrayal and must now experience A Love That Hurts.",Prime Video
A Bullet For Sandoval,NULL,2021,13+,90,Western,"John Warner is a rebel soldier who deserts his outfit on the eve of battle and goes over the border into Mexico to be with his girlfriend when she gives birth to their child. When he arrives Warner finds that his fiancée has died in childbirth and her father, played by Ernest Borgnine, lusts only to kill him.",Prime Video
ZETA,NULL,2016,18+,103,"Arts, Entertainment, and Culture, Drama","Rome, a city where a clear line divides the rich from the poor, the famous and the obscure, the downtown and the suburbs: Alex, Gaia and Marco dream with escaping a future that seems so clearly already designed for them. Life in the streets, daily work, poverty, petty drug dealings, and a dream: hip-hop. Suddenly, for Alex the dream becomes true, he becomes a star, but reality bites.",Prime Video
