,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Platform
8507,s8508,TV Show,The Carlos Watson Show,,Carlos Watson,,"September 12, 2021",2021,16+,2 Seasons,"Documentary, Talk Show and Variety","Welcome to the Carlos Watson Show: a new breed of talk show where we're having meaningful conversations with the game-changers and change-makers who are ahead of their time, and worthy of yours. Emmy-winning journalist Carlos Watson, co-founder and CEO of OZY, has earned praise for his ability to persuade high-profile guests to open up on a wide range of topics on camera.",Prime Video
8522,s8523,TV Show,Pet Alien Season 1,,,,,2005,TV-Y7,1 Season,"Animation, Comedy, Kids","Tommy Cadle's life is turned upside down when a group of wild and outrageous aliens crash into his world. Taking refuge in his lighthouse and taking over his life, the young earth boy struggles to educate his house guests about the way things are done on Earth. But the uninvited aliens have their own ideas about what's best for Tommy and his fabulous little mudball of a planet.",Prime Video
8525,s8526,TV Show,"Desmond's",,"Norman Beaton, Carmen Munroe, Ram John Holder, Kim Walker, Geff Francis, Gyearbuor Asante",,,1994,13+,6 Seasons,Comedy,"All good things must come to an end... In the final series, hellfire preachers, demonic computer games and hellish weather conspire to bring down Desmond but, as always, he comes up smiling.",Prime Video
8531,s8532,TV Show,SslmRegUsTV002TargetSERIES,,"Test Actor 1, Test Actor 2",,,2020,TV-G,1 Season,TV Shows,sslmRegUsTV002TargetSEASON short description,Prime Video
8541,s8542,TV Show,"Let's Play Guess What I Am",,,,"September 14, 2021",2015,TV-Y,3 Seasons,"Animation, International, Kids",Can you guess the object? Watch kids explore common items and describe what they do.,Prime Video
8543,s8544,TV Show,Kitchen,,"Frank Gallagher, Eddie Izzard, Natalie J Robb, James Young, Charlene McKenna",,,2007,16+,1 Season,"Drama, Suspense","Avoiding prison Danny Swift has been placed in the kitchen at one of Glasgow's top restaurants, but his probation officer is determined to make his life hell. His talent inspires jealousy in his colleagues, and he quickly becomes his own worst enemy. He can either live a life of crime or he can make something of his talent and play it straight. But ultimately which road will he choose?",Prime Video
8546,s8547,TV Show,Grenzlichter - Contact to the Otherworld,,"René, Maria, Sarah, Andreas",,,2021,16+,1 Season,"Drama, Horror, Suspense","Immerse yourself in the paranormal world with border lights, and see how the contact to the otherworld is made. In the individual episodes you see investigations in different places. Abandoned buildings, ruins and places where paranormal activities are possible. Every place brings its own own story with.",Prime Video
8571,s8572,TV Show,The Collection,,"Mamie Gummer, Jenna Thiam, Max Deacon, Richard Coyle, Tom Riley, Frances de la Tour",,,2017,16+,1 Season,"Drama, Historical","A gripping family drama and entrepreneurial fable, set in a post-war Paris fashion house. It exposes the grit behind the glamour of a rising business, spearheaded by two clashing brothers. The atelier staff survived one war, but others loom; rivalries and romances pitting family against family, protégés against mentors, the past against the future.",Prime Video
8578,s8579,TV Show,Momo DIY,,,,"September 15, 2021",2014,TV-Y,5 Seasons,"Animation, International, Kids","Learn to make fun toys, crafts and decorative items in kid-friendly DIY projects.",Prime Video
8584,s8585,TV Show,Gali - Hell is Empty,,"Manoj Nandan, Tanya Choudhury, Naval Kishore, Chalaki Chanti, Babloo",,,2021,16+,1 Season,Horror,"Dhruv and Deekha's love life and marriage life, Dhruv and his colleages finds a paranormal activity at Dhruvs house and tries to find a solution with the help of paranormal activist Swetha. Dhurv Friends tried to capture the paranormal activity with CC cameras and unexpectedly they found an old mobile phone mounted over the CC camera.",Prime Video
8594,s8595,TV Show,The Kings,,,,,2021,TV-MA,1 Season,TV Shows,Included with Prime until 10/15. Four champions defined one of the greatest eras of boxing history.,Prime Video
8609,s8610,TV Show,Wild & Free: Florianópolis,,"Anna Retonde, Beatriz Garcia, Felipe Titto, Jerry Smith, John Drops, Lexa, Luan Cavati, MC Carol, Murilo Pereira, Nathalia Lucena, Pabllo Vittar, Ramon Bernardes, Taynara Nunes",,"September 17, 2021",2021,18+,2 Seasons,"International, Unscripted","Bia, Ramon, Tay, Luan, Nath and Murilo are back in Floripa for their summer vacation. This time a new friend called Anna is with them to get up to all kinds of crazy stuff while exploring the magic island natural beauty and nightlife attractions.",Prime Video
8612,s8613,TV Show,Uprising,,,,,2021,16+,1 Season,Documentary,"The extraordinary story of three intertwined events from 1981: the New Cross Fire, which killed 13 young black people; the Black People’s Day of Action; and the Brixton riots.",Prime Video
8615,s8616,TV Show,Tugged,,"Liam Gist, Zakiya Mathews, Ashley Mathaw, Chelley Chelle",,,2021,18+,1 Season,"Drama, Romance","Bree takes her first breath as a free woman as she is released from serving her sentence for credit card fraud after the 2020 Pandemic in Los Angeles. She took charges for her Boyfriend Shaun, who was late to pick her up. Once a Bonnie & Clyde kind of love, now, they fight and fuss at each other after losing everything, both of them are holding on to grudges and pain.",Prime Video
8663,s8664,TV Show,RE:TV,,,,,2021,ALL,1 Season,Documentary,RE:TV is a showcase for inspiring innovations and ideas that point the way towards a sustainable future.,Prime Video
8664,s8665,TV Show,Rafa Nadal Academy,,,,,2021,7+,1 Season,"Documentary, Sports",See what life is like at the Rafa Nadal Academy by Movistar through some of the most promising tennis players in the world. Live an entire season with eight junior and professional players.,Prime Video
8693,s8694,TV Show,Holby Blue,,"Cal MacAninch, Jimmy Akingbola, Richard Harrington, Zoe Lucker, Kacey Ainsworth, Tim Pigott-Smith, James Hillier, Chloe Howman, Kieran O'Brien, Sara Powell, Joe Jacobs, Elaine Glover, David Sterne",,,2007,16+,1 Season,Drama,"Modern-day policing isn't just about robberies and anti-social orders in this fast-paced, thrilling drama series with topical, edgy storylines. Centered around Holby South police station, Holby Blue follows the lives and loves of its dedicated heroes.",Prime Video
8694,s8695,TV Show,Hargrave,,"John F. Henry II, Tom T. Simmons, SaraMia Serrander, Melissa D. Dalton, Tim McCord, Donna Madach, Marlon Correa, Joseph Covino, Marek Graham, Benajamin Hoekstra, Annette Puskas, Aldo Bigante, Andre Tinker",,,2021,16+,1 Season,"Drama, Science Fiction, Suspense","In the midst of serious doubts about his career and life, Detective Matthew Hargrave is contacted by a mysterious woman about her missing husband. Initially reluctant to take the case, Hargrave is compelled to investigate, triggering a series of life altering events that peel back the layers of his reality.",Prime Video
8696,s8697,TV Show,Go Buster - Adventures of Go Buster (Made by Little Baby Bum),,,,"September 17, 2021",2020,ALL,7 Seasons,Kids,"Go Buster is an animated online educational kids series watched all over the globe. Brought to you by the creators of Little Baby Bum, Go Buster encourages learning, creativity and fun! Learn colors, shapes and numbers with our well-loved characters!",Prime Video
8701,s8702,TV Show,"Do, Re & Mi",,"Jackie Tohn, Kristen Bell, Luke Youngblood",United States,"September 17, 2021",2021,NR,2 Seasons,"Animation, Anime, Kids","In this two-episode themed Halloween special, the Beebopsburgh birdies enjoy the spooky fun on the Day of the Pumpkin. Will Do be able to conquer his fear of scary pumpkins to enjoy the Harvest Festival with Re and Mi? And how will Mi find a way out of the scarecrow maze? With music as the answer, of course!",Prime Video
8708,s8709,TV Show,Clip: ACT 2 - Series 5,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8709,s8710,TV Show,Chaotic,,"Marc Thompson, Rebecca Soler",,,2008,7+,1 Season,"Animation, Kids","A group of friends find a portal to Perim, another worldly dimension, where Chaotic, a popular card game, is real.",Prime Video
8711,s8712,TV Show,Broker - 心跳源计划,,"Victoria Song, Leo Luo, Xu Kai Cheng, Panda Sun",,,2021,13+,1 Season,"Action, Drama, Romance","Qiu Jia Ning is a core member of a research lab spearheaded by the leading pharmaceutical company in the nation. As their experiment enters the clinical phase, a new researcher by the name of Zhou Xiao Shan joins the team. His sharp acumen and quiet nature attract Jia Ning's attention. In reality, he is a broker who has walked into their lives for the purpose of stealing Jia Ning's research.",Prime Video
8723,s8724,TV Show,Actuate algo,,"Barbara Pombo, Victoriano Pololla, Jenni Merla, Juan Ignacio Ugüet, Paula Layne",,,2021,13+,1 Season,Comedy,"Barbie is a 24 year-old actress. Her life goes from one audition to another. She longs to live off her career and leave the jobs she takes to survive behind. Over time, Barbie will discover how competitive it is to make it in this business, no matter how much her friends try to show her otherwise. One day Barbie will be presented with the chance of a lead, but ... to what cost?",Prime Video
8724,s8725,TV Show,Act 6 - Series 2,,1,,,2021,ALL,1 Season,TV Shows,2 after onboarding,Prime Video
8725,s8726,TV Show,Act 6 - Series 1,,1,,,2021,ALL,1 Season,Action,2 after onboarding 1,Prime Video
8726,s8727,TV Show,Act 5 - Series 2,,1,,,2021,ALL,1 Season,TV Shows,2,Prime Video
8727,s8728,TV Show,Act 5 - Series 1,,1,,"September 17, 2021",2021,ALL,3 Seasons,Action,1,Prime Video
8728,s8729,TV Show,ACT 2 - Series 6,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8731,s8732,TV Show,The Z Virus,,Freddie De Grate,,,2017,18+,1 Season,"Action, Science Fiction","The Z Virus is an apocalyptic TV series of survival when a deadly virus from a meteor turns the earth into a zombie infested world no one could have imagined. The Johnson's, a dooms day family and a rag tag group of survivors have found their way onto the Johnson's ranch on Catalina Island off the coast of California after a meteor strike that begins a zombie apocalypse.",Prime Video
8739,s8740,TV Show,Playtime with Twinkle - Cartoons for Kids (Made by Little Baby Bum),,,,"September 18, 2021",2021,ALL,2 Seasons,Kids,"Twinkle is always on the go, she is very cheeky. Her values are Compassion, Empathy and Kindness. In this collection, learn all about colors, numbers and much more!",Prime Video
8745,s8746,TV Show,Double Tap,,"Duan Yihong, Da Peng",,,2021,18+,1 Season,Drama,A police detective investigating the kidnapping of elementary school students becomes involved in the intricate network of the underworld. Beijing policeman Li Hui Yan has gone alone to a small town in Dongbei due...,Prime Video
8746,s8747,TV Show,Dinner Club,,"Diego Abatantuono, Fabio De Luigi, Pierfrancesco Favino, Sabrina Ferilli, Luciana Littizzetto, Valerio Mastandrea, Carlo Cracco",Italy,,2021,TV-G,1 Season,"Adventure, Comedy, Unscripted","The rules of Dinner Club: you have to love food, good company and traveling. Carlo Cracco will undertake six trips across Italy to rediscover its most authentic cuisine. With him six famous actors: one for each destination. His challenge on the way back? He will have to teach each of them how to cook a perfect dinner. Here good food will tell six stories: those of their travel, and life.",Prime Video
8750,s8751,TV Show,AWS DeepRacer TV,,Blaine Sundrud,,,2019,ALL,1 Season,"Documentary, Special Interest","AWS DeepRacer TV follows the world's first autonomous racing league, an AWS / Intel-sponsored reinforcement learning competition that features developers of every background and skill level hoping to qualify for a chance to win the Championship Cup at AWS re:Invent 2019. Build, Train, Tune, Race!",Prime Video
8752,s8753,TV Show,ACT 2 - Series 9,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8753,s8754,TV Show,ACT 2 - Series 7,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8759,s8760,TV Show,ACT 2 - Series 8,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8760,s8761,TV Show,Act 2 - Series 4,,1,,"September 19, 2021",2021,ALL,2 Seasons,Action,2,Prime Video
8761,s8762,TV Show,Act 2 - Series 3,,1,,"September 19, 2021",2021,ALL,2 Seasons,TV Shows,2,Prime Video
8762,s8763,TV Show,Act 2 - Series 2,,1,,"September 19, 2021",2021,13+,2 Seasons,Action,2,Prime Video
8763,s8764,TV Show,ACT 2 - Series 10,,1,,,2021,ALL,1 Season,TV Shows,1,Prime Video
8764,s8765,TV Show,Act 2 - Series 1,,1,,,2021,ALL,2 Seasons,TV Shows,1,Prime Video
8766,s8767,TV Show,True Tori,,"Tori Spelling, Dean McDermott",,,2014,TV-14,1 Season,TV Shows,"In True Tori, Tori Spelling has made a courageous decision to let audiences into her home as her marriage to Dean McDermott falters. Going through the most difficult period in her life, Tori will tell her story for the first time. Only time will tell if Tori and Dean's marriage survives.",Prime Video
